ds,yhat,yhat_lower,yhat_upper,y_x,y_y
2025-07-18,301.92554382520746,163.10256112905006,429.6149311547091,256.9130272344669,256.9130272344669
2025-07-19,250.4588366710161,123.96309699569053,388.3738394971169,209.18434755820675,209.18434755820675
2025-07-20,250.40828002837543,120.05334324443666,376.8135420885769,250.63763648940588,250.63763648940588
2025-07-21,293.3889814020625,167.1528545338481,422.5250699181127,295.9966603028642,295.9966603028642
2025-07-22,298.7199312339563,174.55110278598596,422.5389355291256,238.2744415092911,238.2744415092911
2025-07-23,286.96798534678413,159.485083531714,411.94340665510833,239.68344113099698,239.68344113099698
2025-07-24,310.4282256324324,180.81442014611062,450.3814493352992,239.32832056708787,239.32832056708787
2025-07-25,304.5144935332688,169.53590294883153,436.9944528236976,255.86931606948443,255.86931606948443
2025-07-26,254.72130665745365,127.20117959904988,379.7918419693236,342.5865619843489,342.5865619843489
2025-07-27,256.3072566015493,131.86919903116979,386.9847215520621,650.4718474850497,650.4718474850497
2025-07-28,300.8400659605448,180.74582971146467,430.69130697907167,334.67188659782073,334.67188659782073
2025-07-29,307.592845742814,187.30691485962234,433.2842009886391,451.78567516142766,451.78567516142766
2025-07-30,297.08951726991756,167.65988303054044,429.80067343061324,307.2014414678319,307.2014414678319
2025-07-31,473.6077779858564,344.2534956547438,605.3726875905604,435.7305611607192,435.7305611607192
2025-08-01,316.46461053086267,193.872329284827,439.87953018345524,352.46434690580253,352.46434690580253
2025-08-02,267.1917632784502,132.84417209600045,399.8717371172232,186.16000970717033,186.16000970717033
2025-08-03,269.007505121587,131.0055781451261,404.37543035491126,231.83227787439674,231.83227787439674
2025-08-04,313.46856621147475,186.78640843173702,440.3692317099157,359.3669798561872,359.3669798561872
2025-08-05,319.84552837310844,182.50697212676215,438.1314346435963,278.2641115247884,278.2641115247884
2025-08-06,308.6683686125896,179.3819599050761,442.89431343183276,236.3838108160546,236.3838108160546
2025-08-07,332.20802965501946,200.94636164541748,460.7410481018128,277.6589999685792,277.6589999685792
2025-08-08,325.8677725995497,187.28338505916324,453.8110823848722,311.28491994922604,311.28491994922604
2025-08-09,275.14549468197487,140.77750289530417,409.76304527245367,187.531190597702,187.531190597702
2025-08-10,275.317095845751,138.51698369459882,405.185011677043,182.4385674709027,182.4385674709027
2025-08-11,317.981071180262,185.7816628559193,442.70687003690455,256.4210086256076,256.4210086256076
2025-08-12,322.4538830516148,194.43903035434087,441.91955873947546,463.2862289574394,463.2862289574394
2025-08-13,309.3141027685897,187.2400697061039,444.88567889304693,249.24000497177335,249.24000497177335
2025-08-14,330.88248905947034,197.6251056260587,459.189207582456,493.44094941992137,493.44094941992137
2025-08-15,322.61180444084744,181.92672781769497,452.68236887832376,455.46145023988163,455.46145023988163
2025-08-16,270.0476000455287,140.738420403676,396.3479384227003,171.48597983184757,171.48597983184757
2025-08-17,268.51010031052056,125.02206830849711,399.593908227967,234.1827406402487,234.1827406402487
2025-08-18,309.63741095187765,174.925934511426,443.23704872296224,293.2643083494043,293.2643083494043
2025-08-19,312.77964764118207,181.5474391783343,439.00648531394523,230.0591259096259,230.0591259096259
2025-08-20,298.54201471124907,164.18362778784442,439.9519289037992,268.44764281872557,268.44764281872557
2025-08-21,319.2640352984364,183.7432602608051,461.14484204488025,317.72689442467413,317.72689442467413
2025-08-22,310.40876172145136,183.83152177043016,441.71931294593617,248.84814957673504,248.84814957673504
2025-08-23,257.5232170900705,122.50577387464558,386.95903269633976,177.46934428186324,177.46934428186324
2025-08-24,255.92021201132675,114.15820432546927,382.8640379864545,195.41896495821157,195.41896495821157
2025-08-25,297.2217639143186,169.24519769487569,436.22243499862134,284.482023213801,284.482023213801
2025-08-26,300.7537119493085,172.55691311553474,423.67754332281703,315.8858529599293,315.8858529599293
2025-08-27,287.08954388004616,153.94892043186022,421.9198424290993,309.0643168433988,309.0643168433988
2025-08-28,308.5306153456978,182.51188316422127,434.05325306699393,288.386306023691,288.386306023691
2025-08-29,300.4965617503858,171.25154488811276,434.9057843162597,481.81638688580637,481.81638688580637
2025-08-30,248.48711852983385,116.0132822365572,377.14620178812993,840.417550300678,840.417550300678
2025-08-31,399.7867030786158,263.1832734284323,547.0472572704731,336.3823895074962,336.3823895074962
2025-09-01,289.9031882037956,168.92335875791645,425.3200812814658,235.9495809041945,235.9495809041945
2025-09-02,294.17666841900666,158.0954817257911,425.9000950282353,258.6055906064961,258.6055906064961
2025-09-03,281.11242392234556,142.93207158289133,418.2345709330689,337.13247956635803,337.13247956635803
2025-09-04,302.96897371928117,170.4341668699002,433.2374155642414,224.92627679323257,224.92627679323257
2025-09-05,295.1287123202778,163.87168097449705,416.9559588843582,244.99182627972658,244.99182627972658
2025-09-06,243.06105189501852,105.67218577882223,377.1624343875131,182.0356231922755,182.0356231922755
2025-09-07,242.0068806057214,117.29306414603566,374.4320214913061,173.1074607302413,173.1074607302413
2025-09-08,283.5244828781865,151.27953668894511,420.6306896813407,270.34413440539,270.34413440539
2025-09-09,286.8864363438006,152.5725892037936,423.57230809754077,220.5923427549164,220.5923427549164
2025-09-10,272.62542955806975,144.29554316144151,398.45321766977133,264.21752524186013,264.21752524186013
2025-09-11,293.0161166953757,159.39312844517778,431.13841845604907,250.19451952230727,250.19451952230727
2025-09-12,283.4667554149158,145.33933105549346,407.70355862995297,253.3788326808841,253.3788326808841
2025-09-13,229.48180139476105,100.99502667481813,345.7860197953018,176.8572424123943,176.8572424123943
2025-09-14,226.34553340431364,100.12684161565552,371.41484454784575,177.97709199207068,177.97709199207068
2025-09-15,265.6668760904409,137.34265073550137,393.3133307800292,272.6737934807667,272.6737934807667
2025-09-16,266.7749646610287,133.09239371566954,406.8343267587348,248.96519259257505,248.96519259257505
2025-09-17,250.26343221143554,123.1462217437797,380.3358983000252,316.2421304696559,316.2421304696559
2025-09-18,268.4705787137224,139.08775043138115,402.24670663148714,220.58505894621993,220.58505894621993
2025-09-19,256.86921561288983,122.9766020401859,395.05545437086056,320.29612716782583,320.29612716782583
2025-09-20,201.02741084841205,63.78227622020733,334.30757234741134,193.17077363651222,193.17077363651222
2025-09-21,196.29026156279076,62.172159735848716,319.2632480834786,215.50614484614806,215.50614484614806
2025-09-22,234.3229155873363,97.85256589995957,361.54793824474103,215.83219821984648,215.83219821984648
2025-09-23,234.50443873172418,106.43201985883107,363.94469056307963,335.46396768736076,335.46396768736076
2025-09-24,217.47055885768222,96.48983578101563,349.26192194419957,79.63789587928525,79.63789587928525
2025-09-25,235.59249187701317,105.65296123709551,370.10338169540444,,
2025-09-26,224.36568426648574,82.23825826778781,351.80365180948024,,
2025-09-27,169.36973086866982,41.38921230755982,297.9234471403713,,
2025-09-28,165.94962146863742,42.654800922448054,293.044540841426,,
2025-09-29,205.75855494153916,75.64645678068467,344.34588804928035,,
2025-09-30,360.17317694250215,227.90926537438594,496.32116973787123,,
2025-10-01,193.73051907760458,62.069512060096535,325.65322580152065,,
2025-10-02,214.8200913853049,83.40850286723978,344.00386430197943,,
2025-10-03,206.86118200397118,66.75394107013271,339.98652490567565,,
2025-10-04,155.3703562773722,26.88879113527778,287.0490627725672,,
2025-10-05,155.62301615913574,20.283717718242137,284.9795156305541,,
2025-10-06,199.19796836883683,73.62643306605737,325.704680092273,,
2025-10-07,205.37330835839185,77.75134376419821,341.58194512434716,,
2025-10-08,194.67159778296923,74.88481005365512,335.8918647914517,,
2025-10-09,219.3414751842025,89.1487286897492,344.3316822145687,,
2025-10-10,214.74945872043418,72.95268912864617,334.996457248761,,
2025-10-11,166.34311579102027,36.61529559631454,288.152288783791,,
2025-10-12,169.33566334376513,32.44004455890569,302.8741179083285,,
2025-10-13,215.25214474372493,80.83731808137857,345.0491431507259,,
2025-10-14,223.32669538426347,80.3456015380729,346.16599986200447,,
2025-10-15,214.04883593348472,83.73033039834078,339.7769047082527,,
2025-10-16,239.64590163974944,110.54478000924259,363.48320271139016,,
2025-10-17,235.47534369210288,112.80644876405348,371.3973981537048,,
2025-10-18,186.98806373852784,49.48750617913632,324.55853552876175,,
2025-10-19,189.41284111887475,49.110245507352225,308.14930307946526,,
2025-10-20,234.3020040817176,96.28602467125302,367.1262700876554,,
2025-10-21,240.92787204737922,106.81629032126743,369.05261424002794,,
2025-10-22,229.82793173311623,94.17803847821209,357.8811788099894,,
2025-10-23,253.28588785189402,118.44752312512016,382.42038704592443,,
2025-10-24,246.72236409275865,118.46450349779076,373.5359557708004,,
