ds,yhat,yhat_lower,yhat_upper,y,service_tag
11/6/2024,3.261703019,-1.363498186,7.824241069,3.789743648,EBS
11/7/2024,3.574165868,-0.993160977,7.873937159,5.564450593,EBS
11/8/2024,4.4449327,-0.192701565,8.522106391,3.624903044,EBS
11/9/2024,3.441303854,-0.877087992,7.720454645,3.02293521,EBS
11/10/2024,3.918129104,-0.88993769,8.762898967,2.909560448,EBS
11/11/2024,5.351413552,0.884632742,9.90714898,3.340459376,EBS
11/12/2024,4.077162443,-0.597809019,8.572344725,3.274610184,EBS
11/13/2024,4.028813269,-0.432589816,8.60541281,2.99560262,EBS
11/14/2024,4.367801605,-0.304758743,8.792371922,3.607559305,EBS
11/15/2024,5.245987746,0.654409126,9.969022278,3.487250307,EBS
11/16/2024,4.230272637,-0.147389375,8.71330391,2.892313627,EBS
11/17/2024,4.675699571,0.083102899,9.45622115,3.30580715,EBS
11/18/2024,6.05905683,1.556631748,10.5857431,3.75350337,EBS
11/19/2024,4.717701183,0.359580912,9.400815208,3.67931991,EBS
11/20/2024,4.586951335,0.36692695,9.355876241,3.922302598,EBS
11/21/2024,4.83059886,0.375269707,9.433811556,3.512344996,EBS
11/22/2024,5.603265424,1.030509899,9.984604832,14.33511772,EBS
11/23/2024,4.474936821,-0.339329181,9.03292107,7.292049344,EBS
11/24/2024,4.803972805,-0.114676014,8.919471564,8.898988644,EBS
11/25/2024,6.070610638,1.56525442,10.6239185,3.218709637,EBS
11/26/2024,4.615685248,0.10460073,9.415213654,4.539613185,EBS
11/27/2024,4.377918192,-0.177737179,8.863448678,5.500279625,EBS
11/28/2024,4.524326097,0.170918182,8.920565673,5.921590367,EBS
11/29/2024,5.212480448,0.432612932,9.784645558,5.688341562,EBS
11/30/2024,4.474310461,0.02182034,9.154654718,5.062428046,EBS
12/1/2024,4.292242621,-0.074510353,8.766565383,2.980488456,EBS
12/2/2024,5.52622143,0.923872262,10.046498,3.729915434,EBS
12/3/2024,4.058795755,-0.51395778,8.646470842,3.464822778,EBS
12/4/2024,3.829164972,-0.67527939,8.295127843,3.371999877,EBS
12/5/2024,4.004212325,-0.628212725,8.755517266,3.675991518,EBS
12/6/2024,4.740765942,-0.226647925,8.883933864,3.632720387,EBS
12/7/2024,3.610062661,-0.979776233,8.302851179,3.128382252,EBS
12/8/2024,3.970715734,-0.732693968,8.710001137,3.080356559,EBS
12/9/2024,5.302205613,0.718637626,9.473768758,2.92106741,EBS
12/10/2024,3.943617117,-0.532736008,8.456350331,11.52889449,EBS
12/11/2024,3.830974692,-0.73708382,8.669356089,3.772816224,EBS
12/12/2024,4.127725086,-0.578731986,8.559262866,3.716668563,EBS
12/13/2024,4.987097136,0.380309604,9.585921629,3.466077466,EBS
12/14/2024,3.976669178,-0.603902433,8.668407286,2.926514324,EBS
12/15/2024,4.451442128,-0.031261983,8.903223428,3.25165972,EBS
12/16/2024,5.887434337,1.108366815,10.07182491,7.933194202,EBS
12/17/2024,4.620518491,0.587430675,9.192023155,3.556307943,EBS
12/18/2024,4.58384933,0.279652141,9.429176508,3.725786021,EBS
12/19/2024,4.938428846,0.218906256,9.260271564,3.056989221,EBS
12/20/2024,5.835536244,0.928286562,10.07146753,8.312383454,EBS
12/21/2024,4.841351173,0.181164428,9.039033675,2.692788849,EBS
12/22/2024,5.310066668,0.595866841,9.894169906,3.065680737,EBS
12/23/2024,6.717506801,2.214767823,11.46994947,3.935507111,EBS
12/24/2024,5.399968678,0.581045467,9.939705546,4.238271448,EBS
12/25/2024,5.291637491,0.781940919,9.411649824,4.154351374,EBS
12/26/2024,5.555121694,0.926250065,10.27339678,4.950729053,EBS
12/27/2024,6.343836545,1.696027842,10.95990713,11.10233065,EBS
12/28/2024,5.226565922,0.345421936,9.335008828,13.06274323,EBS
12/29/2024,5.560500732,0.946753526,10.09448486,11.28345476,EBS
12/30/2024,6.824771117,2.312331318,11.53055446,4.906775314,EBS
12/31/2024,5.818552962,1.130318847,10.3665591,5.779065442,EBS
1/1/2025,5.101592076,0.653765399,9.597694263,3.844394851,EBS
1/2/2025,5.218220347,0.878800212,10.08860673,7.747141346,EBS
1/3/2025,5.8660546,1.403441832,10.16640238,4.105416,EBS
1/4/2025,4.617251546,0.149376034,9.08927963,4.946033854,EBS
1/5/2025,4.832095671,-0.098937453,9.432101127,2.837714688,EBS
1/6/2025,5.992448032,1.60974253,10.40106242,3.339258739,EBS
1/7/2025,4.440422247,-0.007298849,8.858257496,3.168526479,EBS
1/8/2025,4.11564116,-0.124155463,8.615145712,3.937581307,EBS
1/9/2025,4.185625841,-0.279589093,9.040622548,3.348954693,EBS
1/10/2025,4.808049287,0.206679627,9.558330534,3.680974862,EBS
1/11/2025,3.555188427,-1.050144803,8.187877445,2.777468765,EBS
1/12/2025,3.786875768,-0.840968057,8.637762183,3.42395856,EBS
1/13/2025,4.983970228,0.60117829,9.777179409,3.594509009,EBS
1/14/2025,3.487070936,-0.898895745,8.160545697,7.479830078,EBS
1/15/2025,3.233826211,-1.38719762,7.988456193,3.454323915,EBS
1/16/2025,3.389387671,-1.302490709,7.858847633,3.538935421,EBS
1/17/2025,4.108739791,-0.299397918,8.367599587,3.281735151,EBS
1/18/2025,2.961236118,-1.543254353,7.434212718,2.713380526,EBS
1/19/2025,3.30364087,-1.154072327,7.757276344,3.037334161,EBS
1/20/2025,4.613692724,0.22248241,9.210314066,3.492837751,EBS
1/21/2025,3.228911704,-1.301605403,7.88246879,4.424500022,EBS
1/22/2025,3.08399861,-1.364923532,7.632319795,3.52816786,EBS
1/23/2025,3.341374191,-1.050051929,7.699406773,3.24816414,EBS
1/24/2025,4.153585877,-0.425961115,8.408658269,3.735762431,EBS
1/25/2025,3.087910987,-1.369733533,7.684699349,2.597434512,EBS
1/26/2025,3.499453227,-0.92687192,7.695946443,4.657231449,EBS
1/27/2025,4.864747698,0.44551547,9.760994514,4.292807287,EBS
1/28/2025,3.520594225,-0.955185049,8.036538348,5.778665308,EBS
1/29/2025,3.40146777,-1.28052329,7.780809959,5.029536815,EBS
1/30/2025,3.670052957,-0.570639063,8.501496543,5.090316461,EBS
1/31/2025,4.938989113,0.4414194,9.731464293,3.918493051,EBS
2/1/2025,3.398647443,-1.303793269,7.812570645,2.860727916,EBS
2/2/2025,3.783762636,-0.487488449,8.186122586,4.352844164,EBS
2/3/2025,5.113395277,0.594461937,9.683145623,3.655143191,EBS
2/4/2025,3.72648735,-0.874431352,8.384743393,3.382873636,EBS
2/5/2025,3.559837547,-0.904131584,8.192823279,3.134109274,EBS
2/6/2025,3.778554035,-0.615287683,8.095411752,3.967565505,EBS
2/7/2025,4.538357102,0.097413057,9.049121718,3.502288659,EBS
2/8/2025,3.410064086,-1.361649553,7.674138033,2.715992371,EBS
2/9/2025,3.752557279,-0.951323399,8.278080385,2.606698691,EBS
2/10/2025,5.046254223,0.503939858,9.70783979,4.91860009,EBS
2/11/2025,3.631804572,-1.036655885,7.769907702,3.339437347,EBS
2/12/2025,3.447366651,-1.005228905,7.891598523,3.484608065,EBS
2/13/2025,3.659015052,-1.237366161,8.117642119,7.291983254,EBS
2/14/2025,4.4230114,-0.241096341,9.083785249,4.716644865,EBS
2/15/2025,3.310271684,-0.851531012,8.032199874,2.538734938,EBS
2/16/2025,3.679331384,-0.960800133,8.217786628,3.08308801,EBS
2/17/2025,5.009827842,0.381765908,9.547094168,4.695879314,EBS
2/18/2025,3.641223684,-0.910321582,8.08828572,3.81297126,EBS
2/19/2025,3.510123522,-0.645865103,8.116700051,5.782923624,EBS
2/20/2025,3.780733985,-0.718666728,8.554005496,3.79846173,EBS
2/21/2025,4.60719752,0.239387341,9.423620951,3.637551186,EBS
2/22/2025,3.55813133,-1.161506601,7.856756557,2.28574018,EBS
2/23/2025,3.989670358,-0.771195396,8.553839054,2.304080453,EBS
2/24/2025,5.379031286,0.874637382,10.35608961,4.358710387,EBS
2/25/2025,4.063318693,-0.375553863,8.605657665,3.691225731,EBS
2/26/2025,3.976922948,-0.763461381,8.271201688,5.806215823,EBS
2/27/2025,4.282057242,-0.429424805,9.107814416,6.282590919,EBS
2/28/2025,5.590520009,1.013246129,9.864692887,5.099457906,EBS
3/1/2025,4.09150368,-0.107298766,8.809463273,2.789431737,EBS
3/2/2025,4.51827097,0.138403365,8.948706253,3.222201426,EBS
3/3/2025,5.888173482,1.183444814,10.56746202,4.047488369,EBS
3/4/2025,4.538272963,-0.170134984,9.144815921,3.502890933,EBS
3/5/2025,4.403389673,-0.100264025,8.984551875,3.733827879,EBS
3/6/2025,4.646632956,0.017586419,8.841861501,3.911422939,EBS
3/7/2025,5.421783764,0.762971631,9.501101969,21.46499404,EBS
3/8/2025,4.297858779,-0.399828715,8.757492036,2.869248154,EBS
3/9/2025,4.63215403,0.220215161,9.327093632,4.014066515,EBS
3/10/2025,5.903784793,1.139670435,9.906454901,3.579264812,EBS
3/11/2025,4.452443467,-0.043429108,9.045012353,3.541237452,EBS
3/12/2025,4.215726375,-0.411639908,8.680001212,3.773570132,EBS
3/13/2025,4.359578952,-0.361697216,8.707304396,3.874475557,EBS
3/14/2025,5.040590032,0.56880582,9.38822059,3.606094533,EBS
3/15/2025,3.830467627,-0.636953898,8.454144857,2.453138679,EBS
3/16/2025,4.088996922,-0.280155997,8.722025067,3.042377042,EBS
3/17/2025,5.297499968,0.889129183,9.490051999,3.523155735,EBS
3/18/2025,3.79752139,-0.745877456,8.093405433,3.607006188,EBS
3/19/2025,3.528093361,-1.221841637,8.09431013,4.051008917,EBS
3/20/2025,3.656131434,-1.06875613,7.934223489,2.97401193,EBS
3/21/2025,4.338693532,-0.380280124,8.659879203,3.823053512,EBS
3/22/2025,3.147435833,-1.204970497,7.538329521,3.216039238,EBS
3/23/2025,3.441567,-1.084626597,7.758614998,2.839562344,EBS
3/24/2025,4.701320586,-0.267847092,9.361758641,3.454073778,EBS
3/25/2025,3.266669665,-1.533651911,8.065936857,4.070624511,EBS
3/26/2025,3.074636268,-1.29274189,7.663802671,4.220241119,EBS
3/27/2025,3.289745948,-1.35433222,8.207899011,5.180888791,EBS
3/28/2025,4.066358186,-0.551212093,8.699250457,5.162759839,EBS
3/29/2025,2.973204207,-1.402877778,7.249563659,3.790165429,EBS
3/30/2025,3.366431309,-1.063683289,8.027148167,5.77609949,EBS
3/31/2025,5.18252908,0.764172112,9.599555339,5.468023749,EBS
4/1/2025,3.380350574,-1.235494035,7.888873109,4.245739853,EBS
4/2/2025,3.272102303,-1.528658334,8.056313801,3.461215386,EBS
4/3/2025,3.560309843,-1.00197069,7.705078889,3.85198045,EBS
4/4/2025,4.397027295,-0.130586143,8.885072203,3.101648995,EBS
4/5/2025,3.34909508,-1.294482144,8.147326331,3.216726569,EBS
4/6/2025,3.77125072,-0.716468227,8.670968019,2.915804695,EBS
4/7/2025,5.139749158,0.912115858,9.781660923,3.352485595,EBS
4/8/2025,3.791211983,-0.623053392,8.202381391,3.994174884,EBS
4/9/2025,3.660053758,-1.030278614,8.127545628,3.816032579,EBS
4/10/2025,3.909031901,-0.682064188,8.49156145,3.285884741,EBS
4/11/2025,4.691647541,0.060810167,9.644108286,3.714319183,EBS
4/12/2025,3.576726399,-0.881596233,7.910145074,2.862587118,EBS
4/13/2025,3.921477017,-0.344164892,8.315411955,2.617108407,EBS
4/14/2025,5.205042534,0.574929337,9.752919306,3.749603635,EBS
4/15/2025,3.767267202,-0.762818659,8.36124412,4.175465689,EBS
4/16/2025,3.546028129,-0.669239784,8.370420817,3.279050629,EBS
4/17/2025,3.707681364,-0.891525969,8.408317111,4.425912205,EBS
4/18/2025,4.40935275,0.109569322,9.165177013,6.766741449,EBS
4/19/2025,3.223405773,-1.580909275,7.913239422,3.331244851,EBS
4/20/2025,3.510387118,-1.418726727,8.330171304,3.173093807,EBS
4/21/2025,4.752469476,-0.07168929,9.190466625,4.157351045,EBS
4/22/2025,3.292116145,-1.216857524,8.033150265,3.225050622,EBS
4/23/2025,3.069321049,-1.470003232,7.408570826,3.322092049,EBS
4/24/2025,3.251976184,-1.019624129,7.821705988,3.476385547,EBS
4/25/2025,3.998099478,-0.33659216,8.594840009,3.682346915,EBS
4/26/2025,2.880257429,-1.856445732,7.230457036,5.098083606,EBS
4/27/2025,3.258484817,-1.154553434,8.001920646,4.480291171,EBS
4/28/2025,4.613722173,0.388151398,9.42213006,5.192596741,EBS
4/29/2025,3.286496003,-1.475039355,7.736967747,4.38757944,EBS
4/30/2025,3.673553599,-0.926588558,8.119177703,4.989790256,EBS
5/1/2025,3.561495641,-1.168990812,8.093778344,4.06007264,EBS
5/2/2025,4.482662541,0.126967842,9.050169604,3.181756597,EBS
5/3/2025,3.546066511,-0.98510905,8.121646762,2.447900615,EBS
5/4/2025,4.107209798,-0.427382006,8.535343731,7.484070624,EBS
5/5/2025,5.642282581,1.189312371,9.971657833,3.661696831,EBS
5/6/2025,4.48697043,-0.126419698,8.631149977,3.659290831,EBS
5/7/2025,4.573863057,0.209395095,9.420842602,3.613405989,EBS
5/8/2025,5.063011969,0.670799487,9.638709084,6.457602182,EBS
5/9/2025,6.104364904,1.616720053,10.65940967,3.469674825,EBS
5/10/2025,5.2624058,0.871178215,9.567366903,2.783479954,EBS
5/11/2025,5.889296609,1.20956019,10.57833024,3.121697851,EBS
5/12/2025,7.458535388,2.977472311,12.21837529,3.959604937,EBS
5/13/2025,6.303849442,1.709967339,11.01823283,3.804183336,EBS
5/14/2025,6.356670936,1.730009758,10.60259141,6.991907748,EBS
5/15/2025,6.776740467,2.168250864,11.51891794,3.003341139,EBS
5/16/2025,7.714564983,3.133567661,12.63362288,3.655138681,EBS
5/17/2025,6.736057847,1.71462645,11.29100036,2.627909968,EBS
5/18/2025,7.195657121,2.70016771,11.63480773,2.784660249,EBS
5/19/2025,8.569936894,3.858605884,13.08418207,60.27841602,EBS
5/20/2025,7.196431477,2.599333641,11.9796602,3.316371755,EBS
5/21/2025,7.011021572,2.463546118,11.6815429,3.621838326,EBS
5/22/2025,7.178430191,2.491567828,11.5314952,2.977087666,EBS
5/23/2025,7.854557485,3.107515665,12.42920174,3.217270608,EBS
5/24/2025,6.610985571,1.992116102,11.53847288,3.194508749,EBS
5/25/2025,6.807953004,2.438020058,11.63041097,2.75397009,EBS
5/26/2025,7.927817642,3.155135734,12.3944289,4.714391916,EBS
5/27/2025,6.313731722,1.816363728,10.78250491,4.874818483,EBS
5/28/2025,5.906882358,0.915891806,10.48242367,4.428470402,EBS
5/29/2025,5.876849219,1.235704223,10.43807757,5.240052503,EBS
5/30/2025,6.383812391,2.115388194,11.21072044,10.01656143,EBS
5/31/2025,5.462303297,1.212489217,9.934331629,4.54343222,EBS
6/1/2025,5.097293413,0.548247238,9.777597997,9.995543471,EBS
6/2/2025,6.151166401,1.47042616,10.62354529,3.882580364,EBS
6/3/2025,4.508759136,-0.00122835,9.082144677,3.604864734,EBS
6/4/2025,4.111366748,-0.123155736,8.545242642,3.660870364,EBS
6/5/2025,4.127739978,-0.850538902,8.505954914,3.911073153,EBS
6/6/2025,4.716316037,0.32150669,9.504428033,3.762668851,EBS
6/7/2025,3.449658693,-1.023111084,7.690311342,2.449869543,EBS
6/8/2025,3.687409116,-0.968654185,8.221883326,2.508268579,EBS
6/9/2025,4.909766951,0.366597616,9.443036691,3.536946735,EBS
6/10/2025,3.456225052,-1.332195361,7.928059188,8.598473113,EBS
6/11/2025,3.262909489,-1.083094648,8.191976987,3.198907386,EBS
6/12/2025,3.493073963,-0.896365367,7.852430536,3.412368463,EBS
6/13/2025,4.299477899,0.174920081,8.80547849,3.368665607,EBS
6/14/2025,3.248978196,-1.241405533,7.729190282,3.134570487,EBS
6/15/2025,3.695631996,-0.635062565,8.375576118,7.241699724,EBS
6/16/2025,5.114325756,0.318292438,9.276487559,3.611289318,EBS
6/17/2025,3.839649979,-0.70764929,8.569254503,3.505136913,EBS
6/18/2025,3.803367398,-0.723349491,8.574993402,3.463048848,EBS
6/19/2025,4.165020206,-0.095058595,8.624088023,3.711429872,EBS
6/20/2025,5.074402542,0.432063134,9.312383695,3.935725016,EBS
6/21/2025,4.096225649,-0.479363528,8.471912739,8.747845881,EBS
6/22/2025,4.583271094,0.004581559,9.521209055,2.898025839,EBS
6/23/2025,6.01004601,1.313522115,10.67404182,3.63542449,EBS
6/24/2025,4.711659089,0.268161962,9.180103003,3.493607527,EBS
6/25/2025,4.621265162,0.572843713,9.335488219,4.404996996,EBS
6/26/2025,4.900624735,0.433731594,9.241142111,4.753930316,EBS
6/27/2025,5.702506122,1.344898393,10.11125373,5.382671792,EBS
6/28/2025,4.59525965,0.011177214,9.007831567,5.515781009,EBS
6/29/2025,4.935861992,0.336227278,9.303529324,15.51717632,EBS
6/30/2025,6.662806016,2.352401585,11.45873197,4.163063317,EBS
7/1/2025,4.738050343,0.192001095,9.356295732,3.883626217,EBS
7/2/2025,4.477904596,-0.207602063,8.818146439,3.4786329,EBS
7/3/2025,4.589860293,0.024382976,9.008440509,3.410153413,EBS
7/4/2025,5.231639638,0.980332536,9.69886711,3.626093974,EBS
7/5/2025,3.976271518,-0.669401706,8.769293547,3.095841202,EBS
7/6/2025,4.185004783,-0.214245079,8.834090327,2.976529012,EBS
7/7/2025,5.340721303,0.473523966,9.782230726,3.678700802,EBS
7/8/2025,3.786574398,-0.815061661,8.60064243,3.399973203,EBS
7/9/2025,3.463207198,-0.668678608,8.305679566,4.644905069,EBS
7/10/2025,3.53910365,-0.70833926,8.231952712,3.870545162,EBS
7/11/2025,4.172805667,-0.359415455,8.815367227,3.30790812,EBS
7/12/2025,2.93733104,-1.463586865,7.644128111,2.604513319,EBS
7/13/2025,3.193094458,-1.438493312,7.857816224,2.847904035,EBS
7/14/2025,4.421352101,-0.049054755,8.496424178,3.636111721,EBS
7/15/2025,2.96289436,-1.505179331,7.267839962,3.613485897,EBS
7/16/2025,2.755339588,-1.944649009,7.054016196,4.099937286,EBS
7/17/2025,2.963579331,-1.671477513,7.692039582,3.547168313,EBS
7/18/2025,3.742105714,-1.005542564,8.456937598,3.82438977,EBS
7/19/2025,2.659552348,-1.576852274,7.580481404,2.84827221,EBS
7/20/2025,3.071747493,-1.411395408,7.664092774,2.808775032,EBS
7/21/2025,4.455296051,-0.033338272,9.05481853,3.290528239,EBS
7/22/2025,3.146410961,-1.303696604,7.798646937,3.895875445,EBS
7/23/2025,3.078342824,-1.121051954,7.740788461,3.669777859,EBS
7/24/2025,3.411954303,-1.476595121,7.959555379,3.842375668,EBS
7/25/2025,4.298166187,-0.411267244,9.197673531,3.567538993,EBS
7/26/2025,3.3026031,-1.515742219,7.997360555,5.211507145,EBS
7/27/2025,3.77873453,-0.629550413,8.295061972,4.907222121,EBS
7/28/2025,5.201525274,0.618493033,9.648738702,5.399922413,EBS
7/29/2025,3.906313876,-0.391072461,8.31926478,5.429109509,EBS
7/30/2025,3.826266598,-0.559561462,8.275825343,4.950962927,EBS
7/31/2025,4.582311071,0.42136581,9.46381625,5.091334655,EBS
8/1/2025,4.948768453,0.330829548,9.241259518,3.472259753,EBS
8/2/2025,3.871537049,-1.037832146,8.403684803,3.764793931,EBS
8/3/2025,4.247583936,-0.037163947,9.038417534,3.034384076,EBS
8/4/2025,5.555301121,0.934770202,10.13093839,3.896410476,EBS
8/5/2025,4.133923082,-0.484536449,8.533258782,3.548949621,EBS
8/6/2025,3.920864289,-0.667244012,8.376763799,3.382239316,EBS
8/7/2025,4.082167696,-0.251541397,8.621992832,3.442538942,EBS
8/8/2025,4.774794816,0.042299893,9.417792853,3.60783624,EBS
8/9/2025,3.571089936,-0.953911499,8.104950642,3.349119234,EBS
8/10/2025,3.831719478,-0.778312544,8.378663541,2.822998312,EBS
8/11/2025,5.039106488,0.08014634,9.207697313,3.28730958,EBS
8/12/2025,3.53608515,-0.758192365,8.07868738,4.007319308,EBS
8/13/2025,3.263129403,-1.462739984,8.027950436,3.666281602,EBS
8/14/2025,3.388708043,-0.965013848,7.688164924,3.362569945,EBS
8/15/2025,4.071499696,-0.302373514,8.250688674,7.043604465,EBS
8/16/2025,2.884802357,-1.467575981,7.464536986,2.789940649,EBS
8/17/2025,3.189440113,-0.994215447,7.960607833,3.243959516,EBS
8/18/2025,4.46718796,-0.310273073,8.89043998,3.523438706,EBS
8/19/2025,3.059439935,-1.3669668,7.537684027,3.328798911,EBS
8/20/2025,2.904474206,-1.46864087,7.603379475,5.189799054,EBS
8/21/2025,3.167866517,-1.115533271,7.424191383,4.635413473,EBS
8/22/2025,4.004783668,-0.456321432,8.565781628,3.929800321,EBS
8/23/2025,2.984489483,-1.778532274,7.621061451,3.019600328,EBS
8/24/2025,3.46336314,-1.004286951,8.025825439,3.31137546,EBS
8/25/2025,4.918447571,0.069870273,9.597138906,3.892159088,EBS
8/26/2025,3.686249611,-0.916562724,8.314604437,4.353700429,EBS
8/27/2025,3.700141795,-0.637932705,8.328537293,5.082054003,EBS
8/28/2025,4.120913284,-0.071524909,8.736762781,4.69398071,EBS
8/29/2025,5.099197684,0.600100636,9.703314404,4.636156598,EBS
8/30/2025,4.200106411,-0.171873103,8.91739708,4.847660405,EBS
8/31/2025,5.235722152,0.351656576,9.417811284,4.807694361,EBS
9/1/2025,6.30195872,1.733249801,10.77657925,3.421006025,EBS
9/2/2025,5.111030406,0.404787471,9.486132415,3.714120253,EBS
9/3/2025,5.135337785,0.584616986,9.54409747,4.10757548,EBS
9/4/2025,5.534856112,1.115467358,10.27997218,3.640395475,EBS
9/5/2025,6.460228509,2.342069631,11.43229962,3.652878188,EBS
9/6/2025,5.477400087,1.064878931,10.06002603,2.712436408,EBS
9/7/2025,5.940730972,1.322712568,10.66313577,8.049346751,EBS
9/8/2025,7.326603339,2.830051131,12.17606056,25.20102019,EBS
9/9/2025,5.972242573,1.487071929,10.29055527,3.421111479,EBS
9/10/2025,5.813101908,1.134636004,10.38674763,3.13223198,EBS
9/11/2025,6.013358645,1.55300944,10.62116648,3.447877798,EBS
9/12/2025,6.728251334,2.040598778,11.14467868,9.794807753,EBS
9/13/2025,5.528589237,1.456533265,10.0870574,2.692412262,EBS
9/14/2025,5.773733921,1.488185212,10.64350093,4.62925364,EBS
9/15/2025,6.9450718,2.181377086,11.53499265,3.747194704,EBS
9/16/2025,5.384701549,1.190598685,10.08344449,3.186545511,EBS
9/17/2025,5.032689517,0.426605238,9.351253207,3.509713932,EBS
9/18/2025,5.057444835,0.412532031,9.356217441,3.313022171,EBS
9/19/2025,5.617946972,0.8437701,10.23997564,3.735545411,EBS
9/20/2025,4.288160084,0.211645651,8.909525837,15.12901021,EBS
9/21/2025,4.429936561,0.066705569,9.479576562,2.472714844,EBS
9/22/2025,5.526430691,0.683138519,9.843084929,7.465711352,EBS
9/23/2025,3.920747868,-0.928879596,8.605031539,3.24736846,EBS
9/24/2025,3.553183385,-0.876766401,7.977618553,1.028148224,EBS
9/25/2025,3.591602808,-1.008450286,8.430598128,,EBS
9/26/2025,4.193696334,-0.354996281,9.008395588,,EBS
9/27/2025,2.931440522,-1.694303337,7.501654089,,EBS
9/28/2025,3.164068265,-1.238601196,7.900461093,,EBS
9/29/2025,4.371565845,-0.177487626,8.690149258,,EBS
9/30/2025,3.352778235,-1.047371419,8.422961485,,EBS
10/1/2025,2.665965675,-2.232153985,7.386556493,,EBS
10/2/2025,2.852884513,-1.917888742,7.177976247,,EBS
10/3/2025,3.6075808,-0.586541878,8.073198924,,EBS
10/4/2025,2.497766915,-2.211622,6.723598014,,EBS
10/5/2025,2.878554226,-1.500308899,7.854715731,,EBS
10/6/2025,4.226065253,-0.226438249,8.531487855,,EBS
10/7/2025,2.876286603,-1.669636369,7.641718802,,EBS
10/8/2025,2.762510825,-1.809811639,7.40450116,,EBS
10/9/2025,3.045913289,-1.318322992,7.562208788,,EBS
10/10/2025,3.877990897,-0.741266155,8.553785888,,EBS
10/11/2025,2.825190803,-1.746476545,7.515031565,,EBS
10/12/2025,3.242025337,-1.498661423,7.829258488,,EBS
10/13/2025,4.604688025,-0.110286357,9.159206861,,EBS
10/14/2025,3.249890382,-1.041894887,8.082417576,,EBS
10/15/2025,3.112268315,-1.372414243,7.581687081,,EBS
10/16/2025,3.354905492,-1.199059446,7.771053865,,EBS
10/17/2025,4.13170229,-0.52328411,8.923316192,,EBS
10/18/2025,3.011920723,-2.010086676,7.170626171,,EBS
10/19/2025,3.353204216,-1.281097038,7.727140566,,EBS
10/20/2025,4.63509007,0.062903176,9.056764676,,EBS
10/21/2025,3.197737499,-1.412898157,7.873215759,,EBS
10/22/2025,2.979223381,-1.520966567,7.549011102,,EBS
10/23/2025,3.145956464,-1.368913959,7.935976471,,EBS
10/24/2025,3.854941893,-0.873847001,8.285399137,,EBS
9/24/2024,57.07142623,2.76430204,110.9191251,32.48156616,ELB
9/25/2024,51.66018034,-5.631964482,113.2668533,55.66722931,ELB
9/26/2024,60.27175738,3.892691754,117.655431,66.80919572,ELB
9/27/2024,60.36401699,1.633335515,116.1359044,58.06824708,ELB
9/28/2024,58.78844532,1.96791754,112.0337911,72.27774751,ELB
9/29/2024,43.71442308,-8.826103681,96.65931566,54.28257865,ELB
9/30/2024,90.47918893,36.73936094,146.9315479,143.7490319,ELB
10/1/2024,56.44400372,0.008179109,109.2289942,98.86851282,ELB
10/2/2024,51.41499682,-4.261169064,110.6653451,45.20406836,ELB
10/3/2024,60.32313141,9.19226021,115.0259307,48.42931385,ELB
10/4/2024,60.62747686,0.605952475,117.5877859,53.30167811,ELB
10/5/2024,59.18246164,2.904284169,117.1890733,71.37974869,ELB
10/6/2024,44.1619766,-6.305489354,100.7794783,32.43494791,ELB
10/7/2024,59.7227422,7.16973322,113.8355425,47.22609429,ELB
10/8/2024,56.79227827,-1.202710768,109.4013734,50.65696548,ELB
10/9/2024,51.62548246,-3.067795915,106.7723799,45.78556689,ELB
10/10/2024,60.34839636,2.792874394,114.0537072,39.65872669,ELB
10/11/2024,60.42921768,4.541947414,114.2501383,50.41201565,ELB
10/12/2024,58.73172011,3.452147135,110.4245223,41.22401596,ELB
10/13/2024,43.43912875,-11.8281837,97.64869703,36.587135,ELB
10/14/2024,58.71727426,2.792989303,116.8219684,46.25143328,ELB
10/15/2024,55.50236878,3.758924934,109.9008918,43.61419857,ELB
10/16/2024,50.05741386,-7.911868118,105.4215678,90.55169042,ELB
10/17/2024,58.51582232,-0.559995164,111.2067628,51.25383671,ELB
10/18/2024,58.35231499,0.831781441,118.0308987,43.0921076,ELB
10/19/2024,56.43625507,5.530477569,113.5611211,42.93598862,ELB
10/20/2024,40.95546853,-15.00620386,95.60233567,44.64404946,ELB
10/21/2024,56.07937336,-1.463695655,108.4350811,45.17612367,ELB
10/22/2024,52.74675938,-6.42814579,106.1850981,43.68588967,ELB
10/23/2024,47.22222684,-8.286854852,106.0274431,44.99025713,ELB
10/24/2024,55.63986295,0.519476702,113.9946806,50.70470122,ELB
10/25/2024,55.47421414,0.571912091,109.2955223,45.25576034,ELB
10/26/2024,53.59371274,-2.643290576,108.6641459,71.28035011,ELB
10/27/2024,38.18460278,-17.83066379,94.71919498,57.68488333,ELB
10/28/2024,53.41418311,-1.568036893,113.0585118,67.65888617,ELB
10/29/2024,50.21870536,-5.99957829,106.0780233,78.58749169,ELB
10/30/2024,44.85993066,-9.023858378,96.22334051,115.0428642,ELB
10/31/2024,84.65532422,31.04937314,139.4635465,60.07213339,ELB
11/1/2024,53.51711451,-5.710847116,108.3826071,44.15382021,ELB
11/2/2024,51.86985406,-4.125369209,107.1476381,35.75891425,ELB
11/3/2024,36.71038815,-20.61449555,90.03495086,47.04889726,ELB
11/4/2024,52.20318318,1.45466272,110.1228861,43.47658169,ELB
11/5/2024,49.28186929,-8.523492203,108.4588191,53.33439801,ELB
